,AC-like,Endothelial,MES-like,Mono,Mural cell,NPC-like,OPC-like,TAM-BDM,TAM-MG
Spotx1153,1,0,0,1,1,1,1,0,1
Spotx1154,1,1,1,0,1,1,1,1,1
Spotx1155,0,0,0,0,0,0,0,1,1
Spotx1156,0,0,0,1,0,0,0,1,0
Spotx1157,1,0,1,1,1,0,1,0,1
Spotx1158,0,1,0,0,1,0,0,0,0
Spotx1159,1,0,0,1,0,1,0,0,1
Spotx1160,0,0,0,0,0,0,1,0,0
Spotx1161,1,0,1,1,0,0,1,0,1
Spotx1162,1,0,1,0,0,0,0,1,0
Spotx1163,0,1,0,1,0,0,1,0,1
Spotx1164,0,0,0,1,0,1,0,0,0
Spotx1165,0,1,0,0,0,1,0,0,0
Spotx1166,1,0,1,0,0,0,0,0,0
Spotx1167,0,1,0,1,0,1,0,0,0
Spotx1168,0,0,0,0,1,0,0,0,0
Spotx1169,1,1,0,0,1,1,1,0,1
Spotx1170,0,1,1,0,1,0,1,0,0
Spotx1171,0,0,0,0,0,0,1,0,0
Spotx1172,1,1,0,0,0,0,0,1,1
Spotx1173,0,0,1,0,0,0,0,1,0
Spotx1174,0,1,0,0,1,1,0,0,1
Spotx1175,0,0,1,0,0,1,0,1,0
Spotx1176,1,1,0,1,0,1,0,0,1
Spotx1177,0,0,1,0,0,0,1,0,0
Spotx1178,0,0,1,0,1,0,0,0,0
Spotx1179,0,1,1,0,0,0,0,0,0
Spotx1180,0,0,0,0,0,0,0,1,0
Spotx1181,0,0,0,0,0,1,0,0,0
Spotx1182,1,0,0,0,0,0,0,0,0
Spotx1183,0,0,0,0,1,0,0,0,0
Spotx1184,0,0,0,0,0,1,0,0,1
Spotx1185,0,1,1,1,0,0,0,1,0
Spotx1186,1,0,1,0,1,0,0,0,1
Spotx1187,0,1,0,1,1,1,0,0,1
Spotx1188,0,1,1,0,0,0,0,0,1
Spotx1189,1,0,1,0,0,0,1,1,0
Spotx1190,0,0,1,0,0,0,0,0,1
Spotx1191,1,1,0,0,0,0,0,0,0
Spotx1192,1,0,0,0,1,1,0,0,0
Spotx1193,0,0,1,0,0,0,0,0,0
Spotx1194,0,0,0,1,0,0,0,0,1
Spotx1195,1,1,0,1,0,0,0,0,1
Spotx1196,0,0,0,1,1,0,0,0,1
Spotx1197,0,1,0,0,0,0,1,0,0
Spotx1198,0,1,0,0,0,0,0,0,1
Spotx1199,0,1,1,1,1,1,1,1,1
Spotx1200,0,0,1,0,0,0,0,1,1
Spotx1201,0,0,0,0,1,1,0,1,1
Spotx1202,0,0,0,0,1,0,0,0,0
Spotx1203,0,0,0,0,1,0,1,0,0
Spotx1204,0,0,0,0,0,1,1,1,1
Spotx1205,0,1,0,1,1,1,1,1,0
Spotx1206,1,1,1,0,1,1,1,1,1
Spotx1207,0,0,1,0,1,0,0,1,0
Spotx1208,1,0,0,0,0,0,0,0,0
Spotx1209,1,1,0,0,1,0,0,0,0
Spotx1210,0,1,1,1,0,0,0,0,0
Spotx1211,0,1,1,0,1,0,1,0,0
Spotx1212,0,0,1,1,1,0,0,0,0
Spotx1213,1,0,0,1,1,1,0,0,0
Spotx1214,0,1,0,1,0,0,1,1,0
Spotx1215,0,0,0,0,1,0,0,0,0
Spotx1216,0,1,0,1,0,1,0,0,0
Spotx1217,0,1,0,0,1,0,0,0,0
Spotx1218,1,1,1,1,1,1,1,1,0
Spotx1219,1,0,1,1,0,1,1,1,1
Spotx1220,0,0,0,1,0,0,0,0,0
Spotx1221,1,0,0,0,0,1,1,0,0
Spotx1222,0,1,0,0,0,0,1,0,1
Spotx1223,0,0,0,0,1,0,1,0,1
Spotx1224,1,0,0,0,0,0,1,0,0
Spotx1225,0,0,1,0,0,0,0,0,0
Spotx1226,1,0,1,1,0,0,0,0,0
Spotx1227,0,0,0,1,0,0,0,0,1
Spotx1228,0,1,0,1,0,0,0,1,0
Spotx1229,0,0,1,0,0,0,0,1,1
Spotx1230,0,1,1,1,0,1,0,0,1
Spotx1231,0,0,0,0,0,0,1,0,0
Spotx1232,1,0,0,0,1,1,0,1,0
Spotx1233,1,0,0,0,0,1,0,0,1
Spotx1234,0,0,0,1,0,1,0,1,0
Spotx1235,0,0,1,0,0,1,1,1,1
Spotx1236,1,0,1,0,1,0,0,1,1
Spotx1237,0,0,1,0,0,0,0,0,1
Spotx1238,1,0,0,1,0,0,0,1,0
Spotx1239,1,1,1,1,1,1,1,1,0
Spotx1240,0,0,0,0,0,0,1,1,0
Spotx1241,0,1,0,1,0,0,0,1,0
Spotx1242,1,1,1,0,1,0,1,0,1
Spotx1243,0,0,0,0,0,1,0,1,0
Spotx1244,1,0,0,0,0,0,0,1,0
Spotx1245,1,0,1,0,0,0,1,0,0
Spotx1246,0,1,0,1,1,1,0,1,0
Spotx1247,1,1,0,0,1,0,0,1,0
Spotx1248,0,0,1,0,1,1,1,1,1
Spotx1249,1,0,0,0,0,0,1,1,0
Spotx1250,1,1,1,1,1,1,0,0,1
Spotx1251,0,0,1,0,1,1,1,1,1
Spotx1252,0,0,1,0,1,1,1,1,0
Spotx1253,0,0,0,0,0,0,0,1,0
Spotx1254,0,0,0,1,1,1,0,0,1
Spotx1255,0,0,1,0,0,1,1,1,0
Spotx1256,0,1,0,0,0,0,0,1,0
Spotx1257,0,1,1,1,0,1,0,1,1
Spotx1258,0,0,0,0,1,0,1,0,0
Spotx1259,1,0,0,0,0,0,0,0,0
Spotx1260,1,0,0,0,0,0,1,0,0
Spotx1261,0,0,0,0,0,1,1,0,0
Spotx1262,0,0,0,0,1,0,1,0,0
Spotx1263,0,0,0,0,1,0,0,0,0
Spotx1264,0,0,0,0,0,1,0,0,0
Spotx1265,1,1,1,0,0,1,0,1,1
Spotx1266,1,0,0,0,0,1,0,1,1
Spotx1267,1,0,0,0,0,1,0,1,1
Spotx1268,1,0,1,0,1,1,1,0,0
Spotx1269,0,0,1,0,1,0,1,0,0
Spotx1270,0,0,1,1,1,1,1,0,0
Spotx1271,0,0,0,0,1,1,1,0,0
Spotx1272,0,0,0,0,1,0,0,0,1
Spotx1273,0,0,0,1,0,0,0,0,1
Spotx1274,0,0,1,1,0,0,0,0,0
Spotx1275,0,1,0,1,0,1,0,1,0
Spotx1276,1,1,1,0,1,0,0,1,0
Spotx1277,0,0,0,0,1,1,0,0,0
Spotx1278,0,0,0,1,0,0,0,1,0
Spotx1279,0,1,0,0,0,1,0,0,0
Spotx1280,0,0,0,0,1,0,0,0,1
Spotx1281,0,1,0,0,0,0,0,0,0
Spotx1282,1,0,0,0,1,0,0,0,0
Spotx1283,0,0,0,0,0,1,1,0,0
Spotx1284,0,0,1,0,0,0,0,0,0
Spotx1285,1,0,0,0,0,0,0,1,0
Spotx1286,0,0,0,0,0,0,0,0,1
Spotx1287,0,0,0,1,0,1,0,0,1
Spotx1288,0,0,0,0,0,1,0,0,0
Spotx1289,0,0,0,1,1,0,1,1,0
Spotx1290,0,0,0,0,1,1,0,1,1
Spotx1291,0,1,0,0,0,0,1,1,0
Spotx1292,1,1,0,0,1,0,0,0,0
Spotx1293,0,0,0,0,1,0,0,0,0
Spotx1294,1,0,1,1,1,1,1,0,1
Spotx1295,0,1,1,0,0,0,0,1,0
Spotx1296,1,0,1,1,1,1,1,0,0
Spotx1297,0,0,1,0,1,1,0,0,0
Spotx1298,1,1,1,1,0,0,0,0,1
Spotx1299,1,0,0,1,0,1,1,0,0
Spotx1300,1,1,1,1,0,1,1,0,0
Spotx1301,1,1,1,1,1,1,0,1,1
Spotx1302,0,1,0,0,0,0,0,0,0
Spotx1303,1,0,0,0,0,1,0,1,0
Spotx1304,1,0,0,0,0,0,1,0,0
Spotx1305,1,0,0,0,0,1,0,0,0
Spotx1306,0,0,0,0,0,0,1,0,1
Spotx1307,1,0,0,0,1,0,0,1,0
Spotx1308,0,0,0,0,0,1,0,0,0
Spotx1309,0,1,0,1,0,1,0,1,0
Spotx1310,0,0,1,1,0,1,0,1,1
Spotx1311,1,0,1,0,0,1,0,0,0
Spotx1312,1,0,0,0,0,0,0,1,0
Spotx1313,1,0,0,1,1,0,1,0,0
Spotx1314,1,0,0,0,0,0,1,0,0
Spotx1315,0,0,0,1,0,0,1,1,0
Spotx1316,0,0,1,1,0,1,0,0,0
Spotx1317,1,1,0,1,1,0,0,0,1
Spotx1318,0,1,1,1,0,1,1,0,1
Spotx1319,0,0,0,1,1,1,1,1,0
Spotx1320,1,0,0,0,0,0,0,0,0
Spotx1321,0,0,1,1,0,1,1,1,0
Spotx1322,0,0,0,1,0,0,0,0,0
Spotx1323,0,0,1,0,1,0,1,0,0
Spotx1324,0,1,1,1,1,0,1,0,1
Spotx1325,1,0,1,0,0,0,0,1,0
Spotx1326,1,1,1,1,1,0,0,0,0
Spotx1327,1,0,0,0,0,0,0,0,0
Spotx1328,1,0,0,0,1,0,0,1,1
Spotx1329,0,0,0,0,0,0,0,1,1
Spotx1330,1,0,1,1,1,1,0,0,1
Spotx1331,1,0,0,0,1,0,1,0,0
Spotx1332,1,1,0,0,1,0,0,0,0
Spotx1333,0,1,0,0,0,1,0,0,0
Spotx1334,0,1,0,1,0,1,0,0,1
Spotx1335,0,1,0,1,1,0,0,1,0
Spotx1336,0,0,0,1,1,0,1,1,0
Spotx1337,0,1,0,0,1,0,0,1,1
Spotx1338,0,0,0,1,1,1,0,0,1
Spotx1339,0,0,1,1,1,0,1,1,1
Spotx1340,1,1,0,0,1,0,1,0,0
Spotx1341,1,1,1,0,0,0,0,1,0
Spotx1342,0,0,0,0,0,1,0,0,1
Spotx1343,1,0,0,0,0,0,0,0,0
Spotx1344,0,0,0,0,0,1,1,1,1
Spotx1345,0,1,0,0,1,0,0,1,1
Spotx1346,1,0,1,1,1,1,0,1,0
Spotx1347,0,0,0,1,0,0,0,1,1
Spotx1348,0,0,0,1,0,0,0,1,0
Spotx1349,1,0,1,0,1,0,0,0,0
Spotx1350,0,0,0,1,0,0,0,0,1
Spotx1351,0,0,0,1,0,0,1,0,0
Spotx1352,0,1,0,0,1,1,1,1,1
Spotx1353,0,1,0,0,0,0,1,0,0
Spotx1354,1,0,0,0,0,1,0,1,1
Spotx1355,1,1,0,0,0,0,0,0,0
Spotx1356,1,0,1,0,1,0,0,1,0
Spotx1357,1,0,0,0,0,0,0,0,1
Spotx1358,1,0,1,0,0,1,0,0,1
Spotx1359,0,0,0,0,0,0,1,1,1
Spotx1360,0,1,1,1,1,0,0,0,0
Spotx1361,0,0,0,0,0,0,1,0,0
Spotx1362,0,0,1,0,1,0,0,0,0
Spotx1363,1,1,1,0,0,1,1,1,0
Spotx1364,1,0,1,1,1,1,0,0,1
Spotx1365,1,1,0,0,0,1,0,1,1
Spotx1366,1,0,0,1,1,0,1,0,1
Spotx1367,0,0,1,1,0,1,0,0,0
Spotx1368,1,0,0,0,0,0,0,0,1
Spotx1369,1,0,0,1,0,1,0,0,0
Spotx1370,1,0,1,0,0,1,0,1,0
Spotx1371,0,0,1,0,0,0,1,1,0
Spotx1372,0,0,0,0,1,1,0,0,0
Spotx1373,0,0,0,0,1,0,0,0,1
Spotx1374,0,0,1,0,1,1,0,0,0
Spotx1375,0,0,1,0,1,1,0,0,0
Spotx1376,0,0,0,0,0,0,1,0,1
Spotx1377,1,1,0,0,1,1,1,0,0
Spotx1378,1,0,0,0,0,0,1,0,1
Spotx1379,0,0,0,0,0,0,0,0,1
Spotx1380,1,1,0,0,0,0,1,0,1
Spotx1381,0,0,1,0,0,0,0,1,0
Spotx1382,1,1,0,0,1,1,1,1,1
Spotx1383,0,0,1,0,1,0,1,1,0
Spotx1384,0,1,0,0,0,1,1,0,1
Spotx1385,0,1,1,0,0,1,0,1,0
Spotx1386,0,1,1,0,0,0,1,0,0
Spotx1387,0,0,1,0,1,0,0,1,1
Spotx1388,0,0,1,1,0,0,0,1,1
Spotx1389,0,0,1,0,0,1,0,0,0
Spotx1390,0,0,0,0,0,1,0,1,0
Spotx1391,1,1,1,1,0,1,0,0,1
Spotx1392,1,1,1,0,1,1,0,0,0
Spotx1393,1,1,0,1,1,1,1,1,0
Spotx1394,1,1,0,0,0,1,1,0,1
Spotx1395,1,1,1,0,1,0,1,0,0
Spotx1396,1,0,0,1,1,0,0,0,1
Spotx1397,0,0,0,1,0,0,1,0,0
Spotx1398,1,0,0,0,0,1,1,0,0
Spotx1399,1,0,1,1,0,1,1,0,0
Spotx1400,0,0,0,1,0,0,0,1,0
Spotx1401,0,1,0,0,0,0,0,0,0
Spotx1402,1,0,0,0,1,1,1,1,1
Spotx1403,1,0,1,0,0,0,0,0,0
Spotx1404,1,0,0,0,1,0,0,1,1
Spotx1405,1,1,0,1,1,1,1,1,0
Spotx1406,0,0,0,0,0,1,0,1,0
Spotx1407,0,1,0,0,0,0,1,0,0
Spotx1408,0,0,1,0,1,0,1,1,1
Spotx1409,0,1,1,0,0,0,1,1,0
Spotx1410,0,1,0,0,0,0,0,0,0
Spotx1411,0,0,0,1,1,1,1,1,0
Spotx1412,0,1,1,1,0,0,1,0,1
Spotx1413,0,0,0,0,1,0,0,0,0
Spotx1414,1,0,0,1,0,1,0,1,1
Spotx1415,1,1,0,1,0,1,1,0,0
Spotx1416,0,0,0,0,0,1,1,1,0
Spotx1417,0,1,0,1,0,0,0,0,0
Spotx1418,0,0,0,1,1,0,1,0,0
Spotx1419,1,1,1,0,1,0,1,0,1
Spotx1420,0,0,1,0,1,1,1,0,0
Spotx1421,1,1,0,0,0,0,0,0,0
Spotx1422,0,0,0,1,1,1,1,0,0
Spotx1423,0,0,0,0,1,0,0,0,1
Spotx1424,0,0,0,0,1,1,1,1,1
Spotx1425,0,0,1,0,1,0,1,1,1
Spotx1426,0,0,0,0,0,0,1,0,1
Spotx1427,0,0,1,0,0,1,1,0,0
Spotx1428,0,0,1,0,1,0,1,0,0
Spotx1429,0,1,1,0,0,1,1,0,1
Spotx1430,1,1,1,0,0,1,1,0,0
Spotx1431,0,0,0,1,1,1,1,1,1
Spotx1432,1,0,1,1,1,0,1,0,1
Spotx1433,1,1,0,0,0,1,1,0,1
Spotx1434,1,1,0,0,1,0,0,0,1
Spotx1435,1,0,1,1,1,0,0,1,0
Spotx1436,1,1,1,1,0,0,1,0,1
Spotx1437,0,0,0,1,0,0,0,0,0
Spotx1438,1,0,0,0,0,0,1,1,1
Spotx1439,0,0,0,0,0,1,1,0,0
Spotx1440,0,1,0,0,0,1,1,0,1
Spotx1441,1,0,1,1,1,0,1,1,0
Spotx1442,0,1,1,1,1,1,0,1,1
Spotx1443,1,0,0,0,1,1,1,0,1
Spotx1444,1,1,0,1,1,0,1,0,0
Spotx1445,1,0,1,0,0,0,1,1,0
Spotx1446,0,0,0,0,0,0,1,0,0
Spotx1447,1,0,1,0,0,1,1,1,0
Spotx1448,0,1,0,1,0,0,0,0,0
Spotx1449,0,0,1,0,0,1,0,1,0
Spotx1450,0,0,0,0,1,0,1,1,1
Spotx1451,1,0,1,0,1,1,0,0,0
Spotx1452,1,1,0,0,0,1,1,1,1
Spotx1453,0,0,0,0,0,1,1,0,0
Spotx1454,1,0,0,1,0,1,0,0,0
Spotx1455,1,0,0,0,1,0,1,0,0
Spotx1456,1,0,1,1,0,1,0,0,1
Spotx1457,1,0,1,0,1,0,0,1,0
Spotx1458,0,0,0,1,0,0,0,0,0
Spotx1459,0,1,0,0,1,0,0,1,0
Spotx1460,1,0,0,0,0,0,1,1,0
Spotx1461,1,0,1,0,0,0,0,0,0
Spotx1462,1,0,0,0,0,0,0,0,1
Spotx1463,0,0,1,1,1,1,0,1,0
Spotx1464,1,0,0,0,0,1,0,0,0
Spotx1465,1,1,0,1,0,0,1,0,1
Spotx1466,0,1,1,1,0,1,0,1,1
Spotx1467,0,1,1,1,0,0,0,1,1
Spotx1468,0,0,1,0,1,1,1,1,0
Spotx1469,0,1,1,0,1,0,0,0,1
Spotx1470,1,1,1,0,0,0,0,0,0
Spotx1471,1,0,0,1,1,1,0,0,0
Spotx1472,0,0,0,0,0,0,0,1,0
Spotx1473,0,1,1,0,1,1,1,0,1
Spotx1474,0,0,0,1,0,1,1,0,0
Spotx1475,0,1,0,0,1,0,1,1,1
Spotx1476,0,0,1,1,0,1,0,1,1
Spotx1477,0,0,1,0,0,1,0,1,1
Spotx1478,0,0,0,1,1,1,0,1,0
Spotx1479,1,1,0,0,0,0,0,1,1
Spotx1480,0,0,1,0,1,0,1,1,1
Spotx1481,1,0,1,0,0,0,0,1,0
Spotx1482,0,0,0,0,1,0,0,0,0
Spotx1483,1,0,0,0,0,1,1,1,0
Spotx1484,0,0,0,1,0,1,0,0,1
Spotx1485,1,0,0,0,0,0,1,0,1
Spotx1486,1,0,0,0,0,1,1,1,1
Spotx1487,0,1,0,1,1,1,1,0,1
Spotx1488,0,0,0,0,0,1,1,1,0
Spotx1489,0,0,1,1,0,0,0,0,0
Spotx1490,0,0,1,0,0,1,0,0,0
Spotx1491,0,0,0,1,0,0,0,0,1
Spotx1492,1,1,1,0,1,1,0,0,1
Spotx1493,1,1,1,0,1,0,0,0,0
Spotx1494,1,1,1,1,1,0,1,0,1
Spotx1495,1,1,0,0,0,0,0,1,0
Spotx1496,0,0,0,0,0,0,0,1,0
Spotx1497,0,0,0,0,0,1,0,0,0
Spotx1498,0,1,1,0,1,0,0,0,1
Spotx1499,0,1,1,0,1,1,0,0,0
Spotx1500,1,0,0,1,0,0,1,0,1
Spotx1501,1,1,0,0,1,1,0,0,1
Spotx1502,0,1,1,1,1,0,1,0,1
Spotx1503,0,1,1,1,0,1,1,1,1
Spotx1504,1,0,1,1,1,1,0,1,0
Spotx1505,1,1,1,1,0,1,1,1,0
Spotx1506,0,0,1,1,0,1,0,1,0
Spotx1507,0,1,1,1,1,1,1,1,1
Spotx1508,1,0,0,0,0,1,0,0,1
Spotx1509,0,0,1,0,0,0,0,0,0
Spotx1510,0,0,0,0,0,1,0,0,0
Spotx1511,0,0,0,1,0,0,0,0,0
Spotx1512,0,0,0,0,1,1,1,0,0
Spotx1513,1,1,1,1,1,1,0,1,1
Spotx1514,0,1,1,0,0,0,1,1,0
Spotx1515,1,0,1,1,1,0,0,1,1
Spotx1516,1,0,0,1,1,0,0,1,1
Spotx1517,0,0,0,1,1,0,0,0,1
Spotx1518,1,0,1,0,0,1,1,0,0
Spotx1519,0,1,0,1,0,1,1,0,1
Spotx1520,0,0,0,0,1,1,0,0,0
Spotx1521,1,1,1,1,0,0,0,0,1
Spotx1522,1,0,1,0,0,1,1,0,1
Spotx1523,0,0,0,0,0,0,0,0,1
Spotx1524,0,1,1,1,1,0,0,1,1
Spotx1525,0,1,1,0,0,0,1,0,0
Spotx1526,1,1,1,1,0,0,0,1,1
Spotx1527,0,0,1,0,0,0,1,0,0
Spotx1528,0,0,0,1,0,0,1,0,1
Spotx1529,0,0,1,1,1,0,0,1,1
Spotx1530,0,0,0,1,0,0,0,0,0
Spotx1531,1,0,0,0,0,0,0,1,0
Spotx1532,1,0,1,0,0,1,0,0,0
Spotx1533,0,1,1,0,0,1,0,0,0
Spotx1534,1,1,0,1,0,0,1,0,0
Spotx1535,0,1,1,1,1,0,1,0,0
Spotx1536,1,0,0,1,0,1,1,1,1
Spotx1537,1,0,0,1,1,1,1,0,0
Spotx1538,0,0,0,0,0,1,0,1,0
Spotx1539,1,1,0,1,0,0,0,1,1
Spotx1540,0,0,0,1,0,0,1,0,0
Spotx1541,0,0,1,1,0,0,1,0,0
Spotx1542,0,0,0,1,0,1,1,0,0
Spotx1543,0,1,1,0,1,0,0,0,0
Spotx1544,1,1,0,0,0,0,1,0,1
Spotx1545,0,0,0,0,1,0,1,1,1
Spotx1546,0,1,0,0,1,1,1,1,0
Spotx1547,1,0,0,0,0,0,1,0,0
Spotx1548,0,0,0,0,1,0,1,0,0
Spotx1549,0,0,0,0,1,0,0,0,0
Spotx1550,0,0,0,0,0,1,1,0,0
Spotx1551,1,1,0,0,0,0,0,1,1
Spotx1552,1,1,0,1,0,0,0,1,1
Spotx1553,0,0,1,0,1,1,0,1,0
Spotx1554,0,0,0,0,1,1,0,0,1
Spotx1555,1,0,0,0,0,0,1,1,1
Spotx1556,0,0,1,1,0,0,0,0,1
Spotx1557,1,0,1,0,0,0,1,0,0
Spotx1558,0,0,1,1,1,1,0,1,1
Spotx1559,0,1,1,1,1,1,0,0,1
Spotx1560,0,0,1,0,0,1,0,0,0
Spotx1561,0,0,1,0,0,1,0,0,0
Spotx1562,0,0,0,1,0,1,0,1,1
Spotx1563,1,1,0,0,0,0,1,0,1
Spotx1564,0,0,0,1,1,1,0,0,1
Spotx1565,1,0,0,1,0,0,1,1,0
Spotx1566,0,0,0,1,0,0,0,0,0
Spotx1567,1,0,0,1,0,0,0,0,0
Spotx1568,1,0,0,0,0,0,0,1,1
Spotx1569,0,0,0,0,0,0,0,0,1
Spotx1570,1,0,0,1,1,1,1,0,1
Spotx1571,1,0,1,0,0,1,1,1,1
Spotx1572,1,1,0,0,0,0,0,0,0
Spotx1573,0,1,0,1,1,1,1,1,1
Spotx1574,0,1,1,1,0,0,0,0,1
Spotx1575,0,0,0,1,0,1,1,0,0
Spotx1576,0,1,0,0,0,0,0,0,0
Spotx1577,0,1,0,1,1,0,1,0,0
Spotx1578,1,0,0,0,0,0,0,0,0
Spotx1579,0,0,1,1,1,1,0,0,1
Spotx1580,1,1,0,0,1,1,0,0,1
Spotx1581,1,0,1,0,1,0,0,0,1
Spotx1582,1,0,1,1,1,1,1,0,1
Spotx1583,1,1,0,0,1,1,0,0,1
Spotx1584,0,0,0,0,1,0,0,0,0
Spotx1585,0,0,1,1,1,1,1,0,0
Spotx1586,0,0,0,1,0,0,0,1,0
Spotx1587,1,1,1,0,1,1,0,1,1
Spotx1588,1,1,0,0,0,0,0,1,0
Spotx1589,0,1,0,0,0,0,0,0,0
Spotx1590,0,1,0,0,0,0,0,1,0
Spotx1591,0,1,1,0,0,0,1,1,1
Spotx1592,0,0,1,1,1,0,1,0,1
Spotx1593,0,1,0,0,1,0,0,0,0
Spotx1594,1,0,0,0,0,1,0,1,0
Spotx1595,1,0,0,0,1,0,1,0,0
Spotx1596,0,1,1,0,0,0,0,0,0
Spotx1597,1,0,0,1,0,0,0,0,0
Spotx1598,0,0,0,1,0,0,0,0,0
Spotx1599,0,0,0,1,1,1,1,1,1
Spotx1600,1,0,0,0,1,0,0,0,0
Spotx1601,0,0,1,1,1,1,0,1,0
Spotx1602,0,0,0,0,1,0,0,1,0
Spotx1603,1,0,0,0,0,0,0,1,0
Spotx1604,0,0,0,0,1,0,1,1,1
Spotx1605,0,0,1,0,0,1,1,0,1
Spotx1606,1,0,1,1,1,1,1,0,0
Spotx1607,1,0,0,1,1,1,1,0,1
Spotx1608,0,1,0,0,1,0,1,0,0
Spotx1609,0,1,1,0,1,1,0,0,1
Spotx1610,0,0,1,0,0,0,1,1,0
Spotx1611,1,0,0,0,0,0,1,0,0
Spotx1612,1,1,0,1,1,0,1,0,0
Spotx1613,0,1,1,1,0,1,0,0,0
Spotx1614,0,0,1,0,1,0,0,1,0
Spotx1615,1,1,1,0,1,1,1,1,1
Spotx1616,1,1,1,1,0,0,1,1,1
Spotx1617,1,0,0,0,1,0,1,0,0
Spotx1618,0,0,0,0,1,0,1,0,0
Spotx1619,1,0,0,1,0,1,1,0,1
Spotx1620,0,0,1,0,0,1,0,1,0
Spotx1621,0,0,0,0,0,1,0,0,0
Spotx1622,0,0,1,1,0,1,1,1,1
Spotx1623,1,1,0,1,0,0,1,0,1
Spotx1624,0,0,1,0,1,0,1,1,0
Spotx1625,0,1,1,0,0,1,0,0,1
Spotx1626,1,1,1,1,0,1,1,0,1
Spotx1627,0,0,0,0,1,0,0,0,0
Spotx1628,0,0,0,1,0,1,0,0,0
Spotx1629,1,0,1,1,0,1,0,1,0
Spotx1630,0,0,0,0,1,1,0,0,0
Spotx1631,0,1,1,0,1,1,1,0,1
Spotx1632,1,1,0,1,0,1,1,0,0
Spotx1633,0,0,1,1,1,0,1,1,0
Spotx1634,1,1,1,0,1,0,1,1,0
Spotx1635,1,1,0,1,0,1,0,1,1
Spotx1636,0,0,1,0,0,0,0,0,0
Spotx1637,1,0,0,0,1,0,0,0,0
Spotx1638,1,0,1,0,1,1,0,1,0
Spotx1639,1,1,1,0,1,1,1,1,0
Spotx1640,1,1,0,0,1,0,0,0,0
Spotx1641,1,0,1,0,0,0,0,1,1
Spotx1642,0,0,0,1,1,1,1,1,1
Spotx1643,0,1,1,0,1,0,0,0,1
Spotx1644,1,1,0,1,0,0,1,0,1
Spotx1645,1,0,1,0,1,1,1,0,0
Spotx1646,0,0,1,1,0,0,0,0,0
Spotx1647,0,0,0,0,0,0,0,1,0
Spotx1648,1,0,0,1,1,0,0,0,0
Spotx1649,1,1,0,0,0,0,0,1,0
Spotx1650,1,1,0,0,0,1,1,0,0
Spotx1651,0,1,1,1,1,0,1,0,1
Spotx1652,0,0,1,0,1,0,0,0,0
Spotx1653,0,0,1,1,1,1,1,0,1
Spotx1654,1,1,0,1,0,1,1,1,0
Spotx1655,0,0,0,0,0,0,0,0,1
Spotx1656,1,1,1,1,0,1,1,1,0
Spotx1657,0,0,0,1,0,1,0,0,0
Spotx1658,1,0,0,1,0,0,0,0,1
Spotx1659,0,0,1,1,0,1,1,0,1
Spotx1660,0,0,1,1,1,0,1,0,1
Spotx1661,0,0,0,0,0,0,1,1,1
Spotx1662,0,0,0,1,0,0,1,0,1
Spotx1663,0,1,0,0,1,1,1,0,0
Spotx1664,0,0,0,1,1,0,0,0,1
Spotx1665,1,1,0,1,1,1,1,0,1
Spotx1666,1,1,1,1,0,1,0,0,0
Spotx1667,0,0,0,1,1,0,0,0,0
Spotx1668,0,0,0,0,1,0,0,1,0
Spotx1669,0,0,0,0,0,0,0,0,1
Spotx1670,0,1,0,0,1,1,0,1,0
Spotx1671,0,0,0,0,0,1,0,0,0
Spotx1672,1,0,0,0,0,0,0,0,1
Spotx1673,1,0,0,1,1,1,1,0,0
Spotx1674,0,0,0,0,0,1,1,0,1
Spotx1675,0,1,0,0,1,0,0,1,0
Spotx1676,0,0,1,1,0,1,0,0,0
Spotx1677,0,1,0,0,0,1,0,0,0
Spotx1678,0,0,1,0,0,0,0,0,1
Spotx1679,0,0,0,0,0,0,0,0,1
Spotx1680,0,1,1,0,0,0,0,0,0
Spotx1681,0,1,0,0,0,0,0,0,1
Spotx1682,1,0,0,0,1,1,0,1,1
Spotx1683,0,0,0,1,0,1,0,1,0
Spotx1684,1,0,1,1,1,1,1,1,1
Spotx1685,0,1,0,0,0,0,0,0,0
Spotx1686,0,1,0,0,1,1,0,1,0
Spotx1687,1,0,0,0,0,0,0,0,1
Spotx1688,0,0,0,0,0,0,0,1,1
Spotx1689,1,0,1,1,1,1,0,1,0
Spotx1690,0,1,0,0,1,0,1,1,1
Spotx1691,0,0,1,0,0,1,0,1,0
Spotx1692,1,0,1,1,0,0,1,1,0
Spotx1693,0,0,0,0,0,1,0,1,0
Spotx1694,0,0,0,0,0,1,0,0,0
Spotx1695,0,0,0,0,1,0,1,1,1
Spotx1696,0,1,1,1,1,1,0,0,0
Spotx1697,1,0,0,1,1,0,0,0,0
Spotx1698,1,0,1,0,0,0,0,0,0
Spotx1699,0,0,0,0,1,0,0,1,0
Spotx1700,1,0,0,0,1,0,0,0,0
Spotx1701,0,1,0,0,0,0,0,0,0
Spotx1702,0,0,0,1,0,1,0,1,0
Spotx1703,0,0,0,0,0,0,0,1,0
Spotx1704,1,0,1,0,1,0,1,1,1
Spotx1705,0,1,1,1,0,1,0,0,1
Spotx1706,1,1,0,0,1,0,0,0,1
Spotx1707,0,1,1,0,0,0,0,1,0
Spotx1708,0,0,1,1,1,0,1,1,0
Spotx1709,1,0,0,0,1,1,0,0,0
